"nLocs","nRes","nInt","nMig","DE","GDM","Year","tRes","tInt","tMig","UseIntensity","Total","ResUI","IntUI","MigUI","GDM10","ResGDM10","IntGDM10","MigGDM10"
1,0,0,1,2.48833076783001,27.3394926162665,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.73394926162665,0,0,2.73394926162665
1,0,0,1,2.5931940521063,27.8778751691596,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.78778751691596,0,0,2.78778751691596
1,0,0,1,2.6936054313372,24.5225701217925,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.45225701217925,0,0,2.45225701217925
1,0,0,1,2.71801294233064,15.834721246348,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.5834721246348,0,0,1.5834721246348
5,0,0,5,2.54990333789411,34.1667859422375,"2014",480,864,480,0.00274122807017544,1824,0,0,0.0104166666666667,3.41667859422375,0,0,3.41667859422375
1,0,0,1,2.84310525865753,34.9553016631601,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.49553016631601,0,0,3.49553016631601
2,0,0,2,2.81570300078663,32.5787442902824,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.25787442902824,0,0,3.25787442902824
3,0,0,3,2.68947239135836,29.2064615589972,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.92064615589972,0,0,2.92064615589972
3,0,0,3,2.55828509350763,32.625206540032,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,3.2625206540032,0,0,3.2625206540032
2,0,0,2,2.85227544653429,39.1823349446581,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.91823349446581,0,0,3.91823349446581
1,0,0,1,2.81703606680035,34.0835442163373,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.40835442163373,0,0,3.40835442163373
1,0,0,1,2.76869471068286,14.8887429189526,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.48887429189526,0,0,1.48887429189526
1,0,0,1,2.65863816493118,16.4544454521907,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.64544454521907,0,0,1.64544454521907
2,0,0,2,2.71610981404987,21.5475825094417,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.15475825094417,0,0,2.15475825094417
2,0,0,2,2.66055611658854,17.184884218473,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.7184884218473,0,0,1.7184884218473
2,0,0,2,2.6485142689977,36.2402394284503,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.62402394284503,0,0,3.62402394284503
1,0,0,1,2.61830984503302,31.984304108075,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.1984304108075,0,0,3.1984304108075
1,0,0,1,2.77062971323318,26.1087525198717,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.61087525198717,0,0,2.61087525198717
1,0,1,0,2.8332759502825,19.6320287406281,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,1.96320287406281,0,1.96320287406281,0
5,0,0,5,2.74238706529766,18.9000039417917,"2014",480,864,480,0.00274122807017544,1824,0,0,0.0104166666666667,1.89000039417917,0,0,1.89000039417917
7,0,0,7,2.61717459665222,14.9408518551259,"2014",480,864,480,0.00383771929824561,1824,0,0,0.0145833333333333,1.49408518551259,0,0,1.49408518551259
1,0,0,1,2.49980970117145,8.14941474046481,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,0.814941474046481,0,0,0.814941474046481
1,0,0,1,2.50141693076293,8.53744578286219,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,0.853744578286219,0,0,0.853744578286219
3,0,0,3,2.41697128270085,6.42676335696923,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,0.642676335696923,0,0,0.642676335696923
1,0,0,1,2.35676979905214,5.50219856847875,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,0.550219856847875,0,0,0.550219856847875
4,0,0,4,2.65118893464402,33.9927222360762,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,3.39927222360762,0,0,3.39927222360762
3,0,0,3,2.71077123128093,38.3137408504637,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,3.83137408504637,0,0,3.83137408504637
1,0,0,1,2.69855735941453,30.6848303948772,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.06848303948772,0,0,3.06848303948772
1,0,0,1,2.51268008533058,9.71334792669307,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,0.971334792669307,0,0,0.971334792669307
2,0,0,2,2.46913493540129,6.21395314306264,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,0.621395314306264,0,0,0.621395314306264
2,0,0,2,2.47212492624492,13.8841461790404,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.38841461790404,0,0,1.38841461790404
1,0,0,1,2.64890011800217,31.3365471131752,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.13365471131752,0,0,3.13365471131752
3,0,0,3,2.68673454736837,33.4879964110424,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,3.34879964110424,0,0,3.34879964110424
1,0,0,1,2.72930029162427,34.8195536299497,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.48195536299497,0,0,3.48195536299497
1,0,0,1,2.5909517099879,14.966516889119,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.4966516889119,0,0,1.4966516889119
2,0,0,2,2.53850489459335,15.5510336141432,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.55510336141432,0,0,1.55510336141432
4,0,1,3,2.58360465486742,29.9865353195252,"2014",480,864,480,0.00219298245614035,1824,0,0.00115740740740741,0.00625,2.99865353195252,0,0.74966338298813,2.24899014896439
1,0,0,1,2.67966084381189,30.2077406624607,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.02077406624607,0,0,3.02077406624607
4,0,0,4,2.59771463032912,14.4475132069555,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,1.44475132069555,0,0,1.44475132069555
2,0,0,2,2.56727378040661,7.32931334695368,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,0.732931334695368,0,0,0.732931334695368
3,0,0,3,2.65864685281733,20.71573081411,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.071573081411,0,0,2.071573081411
1,0,1,0,2.7812925257328,20.4905125493833,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,2.04905125493833,0,2.04905125493833,0
1,0,0,1,2.67717576114868,27.606054616368,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.7606054616368,0,0,2.7606054616368
1,0,0,1,2.63877818979421,33.0387339449142,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.30387339449142,0,0,3.30387339449142
1,0,0,1,2.7236320897323,37.7178634499132,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.77178634499132,0,0,3.77178634499132
2,0,0,2,2.49698240124275,18.6878616059461,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.86878616059461,0,0,1.86878616059461
2,0,0,2,2.62850611826503,16.2990485660445,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.62990485660445,0,0,1.62990485660445
1,0,0,1,2.58488085960585,14.7874340898548,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.47874340898548,0,0,1.47874340898548
3,0,0,3,2.61992640955705,21.8401084731437,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.18401084731437,0,0,2.18401084731437
3,0,0,3,2.69691861001449,24.8994165701788,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.48994165701788,0,0,2.48994165701788
2,0,0,2,2.74501133175563,33.4310463713048,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.34310463713048,0,0,3.34310463713048
2,0,0,2,2.59069451552949,20.4450512604564,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.04450512604564,0,0,2.04450512604564
3,0,0,3,2.59170745863578,22.124533656002,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.2124533656002,0,0,2.2124533656002
2,0,0,2,2.55416211165098,31.1711994596983,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.11711994596983,0,0,3.11711994596983
1,0,0,1,2.44996769130828,15.1682755055238,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.51682755055238,0,0,1.51682755055238
4,0,0,4,2.4411404560626,20.3910108847342,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,2.03910108847342,0,0,2.03910108847342
1,0,0,1,2.41835566272513,20.8402586016114,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.08402586016114,0,0,2.08402586016114
3,0,0,3,2.56946989114954,21.1009911742201,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.11009911742201,0,0,2.11009911742201
4,0,0,4,2.61632956485689,19.3022056976698,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,1.93022056976698,0,0,1.93022056976698
3,0,0,3,2.63664214195759,14.4324889445735,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,1.44324889445735,0,0,1.44324889445735
1,0,0,1,2.70664194170995,26.0438739145498,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.60438739145498,0,0,2.60438739145498
1,0,0,1,2.86698355695733,33.230398158937,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.3230398158937,0,0,3.3230398158937
1,0,1,0,2.79784313380772,24.5637177622721,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,2.45637177622721,0,2.45637177622721,0
4,0,0,4,2.60944905233015,34.6499082396723,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,3.46499082396723,0,0,3.46499082396723
2,0,0,2,2.53460971392748,31.5274551881533,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.15274551881533,0,0,3.15274551881533
1,0,0,1,2.52632451969645,23.0173097514668,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.30173097514668,0,0,2.30173097514668
2,0,0,2,2.44386361071123,18.1440414707696,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.81440414707696,0,0,1.81440414707696
1,0,0,1,2.51623181027748,12.5398457784497,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.25398457784497,0,0,1.25398457784497
2,0,0,2,2.48175919486416,24.729106187432,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.4729106187432,0,0,2.4729106187432
6,0,0,6,2.54625637084781,18.8948010222056,"2014",480,864,480,0.00328947368421053,1824,0,0,0.0125,1.88948010222056,0,0,1.88948010222056
4,0,0,4,2.57900120058109,22.0520576701679,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,2.20520576701679,0,0,2.20520576701679
3,0,0,3,2.58279725398917,21.6559068854732,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.16559068854732,0,0,2.16559068854732
1,0,0,1,2.59027910211698,17.9881271592106,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.79881271592106,0,0,1.79881271592106
1,0,0,1,2.57393608684758,19.4525289710229,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.94525289710229,0,0,1.94525289710229
1,0,1,0,2.82478536861745,31.9508547764119,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,3.19508547764119,0,3.19508547764119,0
1,0,1,0,2.82152821217842,19.1446511201511,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,1.91446511201511,0,1.91446511201511,0
1,0,0,1,2.64064419349455,30.3524324330683,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.03524324330683,0,0,3.03524324330683
2,0,0,2,2.45449193109451,20.5221934262829,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.05221934262829,0,0,2.05221934262829
1,0,0,1,2.48985853147183,20.3567025302772,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.03567025302772,0,0,2.03567025302772
1,0,0,1,2.4117716638649,16.0235079850695,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.60235079850695,0,0,1.60235079850695
1,0,1,0,2.84930884608122,24.1360965006901,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,2.41360965006901,0,2.41360965006901,0
1,0,1,0,2.50598822607123,18.2765434910015,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,1.82765434910015,0,1.82765434910015,0
4,0,0,4,2.41466401188387,13.739340789048,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,1.3739340789048,0,0,1.3739340789048
1,0,0,1,2.33862539772907,8.66323114697051,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,0.866323114697051,0,0,0.866323114697051
2,0,0,2,2.53453452251829,19.3511794081109,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.93511794081109,0,0,1.93511794081109
1,0,0,1,2.47052830163387,25.1904284433452,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.51904284433452,0,0,2.51904284433452
2,0,0,2,2.48370845056333,25.4313244880854,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.54313244880854,0,0,2.54313244880854
2,0,0,2,2.55603228476774,24.2595071593351,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.42595071593351,0,0,2.42595071593351
1,0,0,1,2.84133320659106,35.2442018598352,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.52442018598352,0,0,3.52442018598352
5,0,0,5,2.84744008563816,42.1789742281203,"2014",480,864,480,0.00274122807017544,1824,0,0,0.0104166666666667,4.21789742281203,0,0,4.21789742281203
1,0,1,0,2.84066772349695,29.0959047919174,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,2.90959047919174,0,2.90959047919174,0
1,0,0,1,2.44104974610371,31.3677016758804,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.13677016758804,0,0,3.13677016758804
1,0,0,1,2.42148093676838,18.5682037923052,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.85682037923052,0,0,1.85682037923052
2,0,0,2,2.43412494745064,26.2006251795839,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.62006251795839,0,0,2.62006251795839
4,0,0,4,2.46588096179657,29.7639108619804,"2014",480,864,480,0.00219298245614035,1824,0,0,0.00833333333333333,2.97639108619804,0,0,2.97639108619804
1,0,0,1,2.50916784161827,29.6542664534839,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.96542664534839,0,0,2.96542664534839
1,0,0,1,2.57431575649891,29.3005782597467,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.93005782597467,0,0,2.93005782597467
1,0,0,1,2.5491648307344,22.655231166607,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.2655231166607,0,0,2.2655231166607
1,0,0,1,2.57139069178771,20.3744136933948,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.03744136933948,0,0,2.03744136933948
1,0,0,1,2.79850453684356,22.2868548357626,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.22868548357626,0,0,2.22868548357626
1,0,0,1,2.80830745197881,27.9637012663975,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.79637012663975,0,0,2.79637012663975
1,0,0,1,2.89346869697601,41.2237092609577,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,4.12237092609577,0,0,4.12237092609577
1,0,0,1,2.84478224156687,45.3951829687715,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,4.53951829687715,0,0,4.53951829687715
2,0,0,2,2.3285031864057,17.8891665286266,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,1.78891665286266,0,0,1.78891665286266
2,0,0,2,2.44326313184624,22.3778125773867,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.23778125773867,0,0,2.23778125773867
1,0,0,1,2.39333600352562,23.1657745137839,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.31657745137839,0,0,2.31657745137839
1,0,0,1,2.59313589466101,29.7460839021553,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.97460839021553,0,0,2.97460839021553
1,0,0,1,2.68837189493589,23.9009073934644,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.39009073934644,0,0,2.39009073934644
2,0,0,2,2.6833083377987,39.3288868298746,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.93288868298746,0,0,3.93288868298746
1,0,0,1,2.73594137400686,46.9220002128218,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,4.69220002128218,0,0,4.69220002128218
1,0,0,1,2.98550844338397,74.6826392500922,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,7.46826392500922,0,0,7.46826392500922
1,0,1,0,2.8887062861244,19.7917193005956,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,1.97917193005956,0,1.97917193005956,0
6,0,0,6,2.6813696279202,41.3884251060188,"2014",480,864,480,0.00328947368421053,1824,0,0,0.0125,4.13884251060188,0,0,4.13884251060188
1,0,1,0,2.60902552120811,23.2346498706822,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,2.32346498706822,0,2.32346498706822,0
1,0,0,1,2.54457621246959,17.6351308758046,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,1.76351308758046,0,0,1.76351308758046
1,0,0,1,2.5213958073946,23.2815764819745,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.32815764819745,0,0,2.32815764819745
1,0,0,1,2.81051726772097,42.5694231588913,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,4.25694231588913,0,0,4.25694231588913
3,0,0,3,2.47587261616931,15.5908746969771,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,1.55908746969771,0,0,1.55908746969771
1,0,0,1,2.44105416795147,31.1708151964861,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.11708151964861,0,0,3.11708151964861
2,0,0,2,2.45601046970065,30.4862642786536,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,3.04862642786536,0,0,3.04862642786536
3,0,0,3,2.53806545831755,31.870981401831,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,3.1870981401831,0,0,3.1870981401831
2,0,0,2,2.51644604136682,22.1958985187439,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.21958985187439,0,0,2.21958985187439
1,0,0,1,2.70461957519305,40.3769683914603,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,4.03769683914603,0,0,4.03769683914603
2,0,1,1,2.58113961769833,30.4790514304465,"2014",480,864,480,0.00109649122807018,1824,0,0.00115740740740741,0.00208333333333333,3.04790514304465,0,1.52395257152232,1.52395257152232
1,0,1,0,2.67141396638764,31.5168149570076,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,3.15168149570076,0,3.15168149570076,0
1,0,0,1,2.47339375836221,30.0394556547745,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,3.00394556547745,0,0,3.00394556547745
5,0,0,5,2.46046946883831,27.2736412883448,"2014",480,864,480,0.00274122807017544,1824,0,0,0.0104166666666667,2.72736412883448,0,0,2.72736412883448
2,0,0,2,2.4405591949916,23.5216552264092,"2014",480,864,480,0.00109649122807018,1824,0,0,0.00416666666666667,2.35216552264092,0,0,2.35216552264092
1,0,1,0,2.82401857576977,35.1299133543132,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,3.51299133543132,0,3.51299133543132,0
1,0,1,0,2.48028811271929,26.2283543011696,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,2.62283543011696,0,2.62283543011696,0
3,0,0,3,2.43363845006198,24.1084923250395,"2014",480,864,480,0.00164473684210526,1824,0,0,0.00625,2.41084923250395,0,0,2.41084923250395
1,0,1,0,2.67357333085324,15.4772372168675,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,1.54772372168675,0,1.54772372168675,0
2,0,2,0,2.81524096557206,27.71647496414,"2014",480,864,480,0.00109649122807018,1824,0,0.00231481481481481,0,2.771647496414,0,2.771647496414,0
1,0,0,1,2.54164736007021,23.6983485551614,"2014",480,864,480,0.000548245614035088,1824,0,0,0.00208333333333333,2.36983485551614,0,0,2.36983485551614
1,0,1,0,2.37907567702896,17.5404011610713,"2014",480,864,480,0.000548245614035088,1824,0,0.00115740740740741,0,1.75404011610713,0,1.75404011610713,0
