"","x","y","Used","nLocs","DE","Year","HabSuit","Adequate"
"68",258003.486055745,265222.28949856,1,6,3.01911561316445,2014,"Excellent","1"
"69",257906.763756633,265286.820232257,1,6,3.01911561316445,2014,"Excellent","1"
"70",258739.309722195,264888.30136064,1,2,3.02252240956947,2014,"Excellent","1"
"71",258664.602707073,264952.433763429,1,2,3.02252240956947,2014,"Excellent","1"
"72",258957.217710658,264988.546023498,1,7,2.99462042934156,2014,"Excellent","1"
"73",258929.761346327,264995.538605685,1,7,2.99462042934156,2014,"Excellent","1"
"74",258994.980831739,263735.446914864,1,0,2.85525358145151,2014,"Good","1"
"75",258060.686957939,265291.535287059,1,6,3.01911561316445,2014,"Excellent","1"
"76",258281.175948315,265240.981406078,1,6,3.10041676701722,2014,"Excellent","1"
"77",257983.632495556,265326.566702515,1,3,2.93798075088205,2014,"Excellent","1"
"78",258141.994257907,265259.578455532,1,6,3.10041676701722,2014,"Excellent","1"
"79",254705.587934806,260688.733949731,1,3,2.99004101794071,2014,"Excellent","1"
"80",258333.959566164,264961.934987703,1,1,2.93519997555708,2014,"Excellent","1"
"81",258276.856186518,265207.899757614,1,6,3.10041676701722,2014,"Excellent","1"
"82",258292.26040652,265269.771521667,1,6,3.10041676701722,2014,"Excellent","1"
"83",258913.246035708,265776.758959127,1,1,2.78052927235096,2014,"Good","1"
"84",258454.935142839,265179.911905321,1,6,3.0635145150739,2014,"Excellent","1"
"85",257995.786978769,265343.677775516,1,3,2.93798075088205,2014,"Excellent","1"
"86",258334.288895314,264949.797991445,1,1,2.93519997555708,2014,"Excellent","1"
"87",258096.683699989,265311.28133912,1,3,2.93798075088205,2014,"Excellent","1"
"88",259708.5238883,261743.821513624,1,1,2.75045876799388,2014,"Good","1"
"89",260440.587567994,260574.325085642,1,1,2.71598096166819,2014,"Marginal","0"
"90",261047.356926973,260435.943914225,1,1,2.8186911688191,2014,"Good","1"
"91",262212.606098976,260970.227417086,1,1,2.50035029647832,2014,"Marginal","0"
"92",261714.929400042,262468.268449445,1,1,2.8146849611235,2014,"Good","1"
"93",258129.303032139,265291.738544507,1,6,3.10041676701722,2014,"Excellent","1"
"94",259110.905810992,255843.596318951,1,2,2.85698516214748,2014,"Good","1"
"95",258801.48922105,256308.909274737,1,1,3.00891593284763,2014,"Excellent","1"
"96",262079.58700414,259246.105470216,1,2,2.7788061061789,2014,"Good","1"
"97",258182.227346044,286694.5529376,1,3,2.95120717632799,2014,"Excellent","1"
"98",255875.085081107,286379.460611216,1,1,2.85072321377075,2014,"Good","1"
"99",251538.117524544,286358.540524247,1,18,2.99949024883175,2014,"Excellent","1"
"100",254504.539870073,287818.43447764,1,2,2.89917654132109,2014,"Good","1"
"101",254832.367486186,288476.300588944,1,1,2.88714638438717,2014,"Good","1"
"102",254674.442556138,288031.633224332,1,1,2.81051622952954,2014,"Good","1"
"103",255876.85722595,289101.308115104,1,1,2.86467213053955,2014,"Good","1"
"104",255688.355923374,286985.068362428,1,1,2.89573363897207,2014,"Good","1"
"105",256729.86409678,288514.580055208,1,1,2.92803769617735,2014,"Excellent","1"
"106",255118.424437212,286486.814803629,1,0,2.92602383286751,2014,"Excellent","1"
"107",253709.311851937,287603.588335876,1,1,2.91815390386494,2014,"Excellent","1"
"108",251309.326453631,286519.940285416,1,8,3.1251131809066,2014,"Excellent","1"
"109",253278.057012605,282984.355193618,1,6,2.89930639602628,2014,"Good","1"
"110",251286.554355338,286523.840571693,1,8,3.1251131809066,2014,"Excellent","1"
"111",253237.508520138,283356.8342014,1,5,2.88041665391053,2014,"Good","1"
"112",253454.8883375,280988.584141002,1,17,3.00549820073312,2014,"Excellent","1"
"113",253480.238294764,280727.94193598,1,42,3.15584378703044,2014,"Excellent","1"
"114",253678.046598796,281226.322243489,1,0,2.98517770284528,2014,"Excellent","1"
"115",255730.071068732,283754.812048963,1,3,2.83305182211468,2014,"Good","1"
"116",253449.059367099,280770.98048858,1,42,3.15584378703044,2014,"Excellent","1"
"117",253402.290840503,280796.883643804,1,42,3.15584378703044,2014,"Excellent","1"
"118",256365.6642908,281900.679735071,1,2,2.78247254477508,2014,"Good","1"
"119",255066.209631054,281611.751985273,1,0,2.95425862462401,2014,"Excellent","1"
"120",256456.623436352,282626.877633553,1,1,2.68174544282513,2014,"Marginal","0"
"121",253381.072723161,280705.001180883,1,42,3.15584378703044,2014,"Excellent","1"
"122",253944.897797084,280753.854414562,1,2,3.00259883130589,2014,"Excellent","1"
"123",255027.243210873,281532.941469142,1,1,2.87745518522162,2014,"Good","1"
"124",254725.75942611,282064.080795697,1,3,2.89000878926318,2014,"Good","1"
"125",253393.622535876,280703.772791026,1,42,3.15584378703044,2014,"Excellent","1"
"126",256841.975958663,282383.265405796,1,0,2.83692820712478,2014,"Good","1"
"127",253381.603370975,280495.00796968,1,7,3.17652573464568,2014,"Excellent","1"
"128",253197.087308056,283275.403705524,1,3,2.83564905435599,2014,"Good","1"
"129",251405.750112088,286448.529032681,1,18,2.99949024883175,2014,"Excellent","1"
"130",251359.078128311,286490.760668443,1,8,3.1251131809066,2014,"Excellent","1"
"131",253291.998465475,280732.479005051,1,17,2.9913421065986,2014,"Excellent","1"
"132",253322.386384343,280645.30506184,1,17,2.9913421065986,2014,"Excellent","1"
"133",255669.445764883,285530.776220937,1,1,2.84276317149899,2014,"Good","1"
"134",253294.360560602,280944.875402344,1,17,2.92870978272446,2014,"Excellent","1"
"135",251382.473596644,286580.251036928,1,2,2.86248714982347,2014,"Good","1"
"136",255956.985834212,286484.634994312,1,1,2.85072321377075,2014,"Good","1"
"137",255130.486194503,286181.855323732,1,2,2.86869432907895,2014,"Good","1"
"138",253375.357424221,280946.544057356,1,17,3.00549820073312,2014,"Excellent","1"
"139",253272.586502041,280426.278318983,1,12,2.96070654476641,2014,"Excellent","1"
"140",253216.228831606,279936.952100322,1,16,3.02615033593434,2014,"Excellent","1"
"141",253275.744041272,280499.476955171,1,12,2.96070654476641,2014,"Excellent","1"
"142",253523.25744541,280785.197754976,1,42,3.15584378703044,2014,"Excellent","1"
"143",253340.423450678,280955.95905762,1,17,2.92870978272446,2014,"Excellent","1"
"144",254323.924354372,279061.480399943,1,4,3.18495875801326,2014,"Excellent","1"
"145",263773.682902909,257940.512396005,1,2,2.40118615955993,2014,"Marginal","0"
"146",263405.07570852,257467.982253226,1,1,2.47805495511421,2014,"Marginal","0"
"147",264008.260198534,257831.613766498,1,2,2.35564011284094,2014,"Poor","0"
"148",259288.297719627,255777.119790712,1,4,2.80855334203764,2014,"Good","1"
"149",259286.630786267,256054.471462769,1,29,2.96578387690839,2014,"Excellent","1"
"150",259164.374958143,255990.105325748,1,29,2.96578387690839,2014,"Excellent","1"
"151",263933.966218147,257976.933382928,1,2,2.35564011284094,2014,"Poor","0"
"152",262938.421058862,257062.744477223,1,2,2.74142198784709,2014,"Marginal","0"
"153",264328.889352473,257791.53949802,1,2,2.64893187701992,2014,"Marginal","0"
"154",264535.27684811,257412.92607757,1,5,2.40820987530393,2014,"Marginal","0"
"155",259318.80208289,255811.420021131,1,29,2.96578387690839,2014,"Excellent","1"
"156",259202.965817151,255820.253643179,1,29,2.96578387690839,2014,"Excellent","1"
"157",262640.599499183,256595.660618399,1,4,2.73386032931161,2014,"Marginal","0"
"158",263058.254856402,257618.500532867,1,0,2.63675960033268,2014,"Marginal","0"
"159",263565.389440893,257783.140988382,1,3,2.44427425291843,2014,"Marginal","0"
"160",264732.768562951,256884.602151576,1,2,2.48965833009862,2014,"Marginal","0"
"161",264364.536880298,257067.204268891,1,3,2.39441530515397,2014,"Poor","0"
"162",265150.351277003,256582.280546499,1,0,2.40492847934768,2014,"Marginal","0"
"163",264728.906877877,257019.277890314,1,2,2.48965833009862,2014,"Marginal","0"
"164",264829.569563624,256569.584325961,1,5,2.51939482321647,2014,"Marginal","0"
"165",259206.274807519,256070.872584578,1,7,2.93332808163154,2014,"Excellent","1"
"166",259241.821591208,256100.690980866,1,7,2.93332808163154,2014,"Excellent","1"
"167",259489.052928403,255808.381844549,1,9,2.83660931846793,2014,"Good","1"
"168",259177.251408791,255982.475098218,1,29,2.96578387690839,2014,"Excellent","1"
"169",259255.851184655,255979.815865738,1,29,2.96578387690839,2014,"Excellent","1"
"170",259322.163592649,255898.837386419,1,29,2.96578387690839,2014,"Excellent","1"
"171",259285.266694564,255797.010046121,1,4,2.80855334203764,2014,"Good","1"
"172",262713.014568441,256628.711854899,1,4,2.73386032931161,2014,"Marginal","0"
"173",259312.698916036,255903.725425025,1,29,2.96578387690839,2014,"Excellent","1"
"174",259280.295210714,255896.918247639,1,29,2.96578387690839,2014,"Excellent","1"
"175",259288.156275811,255813.782365339,1,29,2.96578387690839,2014,"Excellent","1"
"176",259229.455320035,255917.786266235,1,29,2.96578387690839,2014,"Excellent","1"
"177",259357.354735026,255514.349268448,1,2,2.73472108152125,2014,"Marginal","0"
"178",259424.002710614,255879.271799757,1,9,2.83660931846793,2014,"Good","1"
"179",262764.549215867,256681.330455277,1,4,2.73386032931161,2014,"Marginal","0"
"180",262593.232254455,256770.796632859,1,2,2.72485442271468,2014,"Marginal","0"
"181",263515.966698359,257735.961628852,1,3,2.44427425291843,2014,"Marginal","0"
"182",264717.506421998,256934.358335504,1,2,2.48965833009862,2014,"Marginal","0"
"183",264411.430710392,257862.220737154,1,1,2.36933596703,2014,"Poor","0"
"184",264514.58848338,257331.307705415,1,5,2.40820987530393,2014,"Marginal","0"
"185",264032.432341451,257719.57832962,1,2,2.57050387623394,2014,"Marginal","0"
"186",262283.291935833,254382.82645459,1,2,2.73767768936169,2014,"Marginal","0"
"187",259363.623653921,255861.310161872,1,9,2.83660931846793,2014,"Good","1"
"188",259371.419212636,255441.844631642,1,2,2.78055061591612,2014,"Good","1"
"189",259329.654723903,255962.418617645,1,29,2.96578387690839,2014,"Excellent","1"
"190",265313.367926394,256003.272652759,1,1,2.50352994126,2014,"Marginal","0"
"191",264901.148209817,256906.266176787,1,1,2.38650850091214,2014,"Poor","0"
"192",265269.398952985,256209.382602046,1,1,2.56848542170697,2014,"Marginal","0"
"193",265933.719639449,251824.913330984,1,2,2.70872683589444,2014,"Marginal","0"
"194",266273.260821034,251914.739930334,1,4,2.71463736152832,2014,"Marginal","0"
"195",266427.566949644,251313.483859575,1,9,2.49592973522717,2014,"Marginal","0"
"196",266508.996452438,250931.138411456,1,2,2.40809815856713,2014,"Marginal","0"
"197",266456.213124982,251408.997855499,1,9,2.49592973522717,2014,"Marginal","0"
"198",266672.435479867,252108.160643209,1,1,2.5851677590744,2014,"Marginal","0"
"199",266575.694232501,251644.876074353,1,5,2.51916240060561,2014,"Marginal","0"
"200",267240.147256161,251810.35373777,1,1,2.45840211241237,2014,"Marginal","0"
"201",266375.359825397,251299.280734942,1,5,2.45633379760595,2014,"Marginal","0"
"202",266405.625847739,251481.728112019,1,9,2.49592973522717,2014,"Marginal","0"
"203",266579.7395921,251641.246723961,1,5,2.51916240060561,2014,"Marginal","0"
"204",266455.2039773,251416.319748518,1,9,2.49592973522717,2014,"Marginal","0"
"205",266339.533726879,251535.002240896,1,2,2.59464962064124,2014,"Marginal","0"
"206",266536.773431773,251649.87372429,1,5,2.51916240060561,2014,"Marginal","0"
"207",266710.240213301,252792.502466502,1,5,2.72144292077347,2014,"Marginal","0"
"208",266144.187610647,251807.093069672,1,0,2.62422073811632,2014,"Marginal","0"
"209",265892.811722463,251743.669402881,1,1,2.73119090279624,2014,"Marginal","0"
"210",265374.707249856,252147.030967018,1,2,2.23626636706671,2014,"Poor","0"
"211",264715.835487568,254269.943955488,1,3,2.69663913922671,2014,"Marginal","0"
"212",264096.810887382,254665.059581645,1,2,2.49022474274105,2014,"Marginal","0"
"213",264600.698258162,257045.846573767,1,3,2.49365254688537,2014,"Marginal","0"
"214",264430.725754349,257198.453362406,1,3,2.39441530515397,2014,"Poor","0"
"215",264271.866780775,257187.775774953,1,5,2.49604502017981,2014,"Marginal","0"
"216",264436.308391891,257452.552304837,1,5,2.40820987530393,2014,"Marginal","0"
"217",264077.628209398,257590.254087712,1,2,2.57050387623394,2014,"Marginal","0"
"218",262791.665075501,256895.921724921,1,0,2.65476903976799,2014,"Marginal","0"
"219",265317.411421072,256322.760659469,1,1,2.37925970872836,2014,"Poor","0"
"220",266681.99376371,254346.426810364,1,1,2.49740641307887,2014,"Marginal","0"
"221",266146.242311466,251825.238179089,1,4,2.71463736152832,2014,"Marginal","0"
"222",266611.59906936,251938.33561726,1,2,2.56430034426448,2014,"Marginal","0"
"223",266463.634506001,251874.124222517,1,2,2.56430034426448,2014,"Marginal","0"
"224",264184.740488266,252426.488990866,1,1,2.23777246460089,2014,"Poor","0"
"225",259344.295844833,255483.009188316,1,2,2.73472108152125,2014,"Marginal","0"
"226",259449.315640798,255922.246268573,1,9,2.83660931846793,2014,"Good","1"
"227",259324.35910859,255828.452701473,1,29,2.96578387690839,2014,"Excellent","1"
"228",259355.99040812,255834.380366146,1,29,2.96578387690839,2014,"Excellent","1"
"229",259143.625764053,255784.864840814,1,4,2.80855334203764,2014,"Good","1"
"230",263090.882620142,254875.408337756,1,0,2.66975589407701,2014,"Marginal","0"
"231",266223.831560014,254064.650435833,1,1,2.34325617250613,2014,"Poor","0"
"232",265278.646962713,253904.478486105,1,3,2.49136674819995,2014,"Marginal","0"
"233",265768.216935446,253791.043262146,1,3,2.46407584203836,2014,"Marginal","0"
"234",264885.111239602,254361.495238062,1,1,2.43442934263537,2014,"Marginal","0"
"235",265789.474792949,254931.76714287,1,1,2.31203468504099,2014,"Poor","0"
"236",264966.42242639,255105.042227994,1,1,2.45776150536235,2014,"Marginal","0"
"237",267358.422468157,255112.39660531,1,1,2.46425917738699,2014,"Marginal","0"
"238",266649.416428743,254867.739044821,1,1,2.5319753609533,2014,"Marginal","0"
"239",265966.438064676,254452.951055807,1,1,2.39298255047009,2014,"Poor","0"
"240",265710.605664443,253968.454120771,1,1,2.43218594238244,2014,"Marginal","0"
"241",260247.077111466,267798.284546445,1,1,2.85505033465894,2014,"Good","1"
"242",260850.511044883,267722.089068771,1,1,2.89458284736096,2014,"Good","1"
"243",258777.071504165,268182.188217089,1,1,3.08166466069199,2014,"Excellent","1"
"244",259090.636056592,268726.691478147,1,8,3.07566450995841,2014,"Excellent","1"
"245",259741.956891793,269466.376985638,1,2,2.90718136389628,2014,"Excellent","1"
"246",259728.733592931,269521.253538736,1,2,2.90718136389628,2014,"Excellent","1"
"247",263788.625237766,265101.171139502,1,0,2.82944332905267,2014,"Good","1"
"248",258993.095940395,268694.686845522,1,8,3.07566450995841,2014,"Excellent","1"
"249",258879.329680783,268583.643143694,1,8,3.07566450995841,2014,"Excellent","1"
"250",265966.652577339,263508.059726078,1,1,2.70936590162398,2014,"Marginal","0"
"251",266447.871428046,263806.666666068,1,5,2.54530151888435,2014,"Marginal","0"
"252",266476.846395452,263779.996721746,1,5,2.54530151888435,2014,"Marginal","0"
"253",266542.742682741,262502.726449443,1,1,2.41903038881594,2014,"Marginal","0"
"254",266873.673828784,263470.269284818,1,0,2.44252103624305,2014,"Marginal","0"
"255",266251.007645031,263727.093153514,1,1,2.52800712071003,2014,"Marginal","0"
"256",267232.223733909,262829.009882756,1,1,2.54225307836362,2014,"Marginal","0"
"257",263862.690994778,265005.083661806,1,0,2.87349055768214,2014,"Good","1"
"258",259094.441378695,269023.153344333,1,1,3.07352871533798,2014,"Excellent","1"
"259",259026.183880668,268754.718536402,1,8,3.07566450995841,2014,"Excellent","1"
"260",259031.400412376,268756.858602327,1,8,3.07566450995841,2014,"Excellent","1"
"261",259031.20509126,268760.975882161,1,8,3.07566450995841,2014,"Excellent","1"
"262",258989.519429464,268632.263101528,1,8,3.07566450995841,2014,"Excellent","1"
"263",260135.838055185,270384.116618267,1,1,2.88519676455662,2014,"Good","1"
"264",259881.420986156,269809.101919674,1,3,2.9467339672668,2014,"Excellent","1"
"265",259754.530202863,269758.200002191,1,1,3.02826481701278,2014,"Excellent","1"
"266",260168.916645269,270413.641876124,1,1,2.88519676455662,2014,"Good","1"
"267",260059.991885296,269837.999998678,1,3,2.9467339672668,2014,"Excellent","1"
"268",258653.059794469,268468.372547124,1,3,3.07628809405269,2014,"Excellent","1"
"269",258762.227270193,268504.628140314,1,3,3.07628809405269,2014,"Excellent","1"
"270",258797.670004496,268473.921801645,1,3,3.07628809405269,2014,"Excellent","1"
"271",258723.203955687,268420.888550185,1,3,3.07628809405269,2014,"Excellent","1"
"272",258608.346876504,268445.326393596,1,2,3.06644970188305,2014,"Excellent","1"
"273",258770.32062335,268480.88769963,1,3,3.07628809405269,2014,"Excellent","1"
"274",259206.919087762,268898.275496165,1,1,3.06104454127522,2014,"Excellent","1"
"275",260037.720555596,269891.352961344,1,3,2.9467339672668,2014,"Excellent","1"
"276",258852.021420627,268503.742529903,1,3,3.07628809405269,2014,"Excellent","1"
"277",259114.471453742,268827.610700562,1,1,3.06104454127522,2014,"Excellent","1"
"278",260020.010395234,270147.205314084,1,1,2.9733584133759,2014,"Excellent","1"
"279",261128.659468353,269830.363022365,1,0,2.8822372923383,2014,"Good","1"
"280",263565.449358164,265150.591630151,1,1,2.82721355154528,2014,"Good","1"
"281",262137.18683958,266973.67832389,1,0,2.76102394834466,2014,"Good","1"
"282",266400.666991365,263708.693922442,1,5,2.54530151888435,2014,"Marginal","0"
"283",266866.290929539,263580.335547785,1,0,2.47881265146945,2014,"Marginal","0"
"284",265850.209965071,263411.500614013,1,1,2.74311871558723,2014,"Marginal","0"
"285",267233.304520763,262898.437411239,1,1,2.54225307836362,2014,"Marginal","0"
"286",267758.011690076,262216.929756206,1,0,2.43873644924804,2014,"Marginal","0"
"287",268301.146071323,261777.653749633,1,1,2.49242047973372,2014,"Marginal","0"
"288",269387.577459522,262374.282999588,1,0,2.39470431453248,2014,"Poor","0"
"289",267245.546845711,293921.507433178,1,1,2.6908627022719,2014,"Marginal","0"
"290",265960.727731077,294437.613358217,1,3,2.69400200050073,2014,"Marginal","0"
"291",264647.475233209,294144.772897955,1,1,2.7136198315293,2014,"Marginal","0"
"292",264888.202308957,294012.090207612,1,6,2.6093670390976,2014,"Marginal","0"
"293",264857.773445531,293991.700417469,1,7,2.74041817037199,2014,"Marginal","0"
"294",264924.672786005,294063.331279358,1,1,2.65359012449528,2014,"Marginal","0"
"295",264155.813639678,296646.356217498,1,3,2.79469166743622,2014,"Good","1"
"296",264387.134570715,295258.055539062,1,0,2.88890501473619,2014,"Good","1"
"297",264869.691658687,293965.593238291,1,6,2.6093670390976,2014,"Marginal","0"
"298",269119.929028319,292867.79146638,1,1,2.62663356554858,2014,"Marginal","0"
"299",269733.270413302,293849.005728828,1,1,2.49716354917699,2014,"Marginal","0"
"300",269808.090572205,292913.43102363,1,0,2.70997396823667,2014,"Marginal","0"
"301",267466.923160578,294453.965680465,1,2,2.85396179849152,2014,"Good","1"
"302",267451.563547716,294511.137238441,1,2,2.85396179849152,2014,"Good","1"
"303",264903.845423201,293955.050682727,1,6,2.6093670390976,2014,"Marginal","0"
"304",264863.2443141,293980.699469027,1,6,2.6093670390976,2014,"Marginal","0"
"305",264940.621275722,293995.948342761,1,6,2.6093670390976,2014,"Marginal","0"
"306",265155.853885732,293562.252132465,1,2,2.45869262876413,2014,"Marginal","0"
"307",265706.584543437,293862.129111821,1,2,2.40525911055454,2014,"Marginal","0"
"308",265867.141876109,293820.363307841,1,1,2.34601167678535,2014,"Poor","0"
"309",265154.717767053,293753.397617855,1,2,2.45869262876413,2014,"Marginal","0"
"310",265581.720489729,292941.464185435,1,2,2.43703381756269,2014,"Marginal","0"
"311",269030.971446908,292809.43463453,1,6,2.60505330495925,2014,"Marginal","0"
"312",269171.991947939,292991.107810962,1,1,2.62663356554858,2014,"Marginal","0"
"313",269844.370398186,293613.416268266,1,4,2.58065386996193,2014,"Marginal","0"
"314",269618.302317597,293540.220393979,1,2,2.65493349083125,2014,"Marginal","0"
"315",269952.973733534,294479.331829584,1,0,2.75347287395472,2014,"Good","1"
"316",269174.712131743,292998.000423049,1,1,2.62663356554858,2014,"Marginal","0"
"317",269091.63260711,292937.302873052,1,6,2.60505330495925,2014,"Marginal","0"
"318",268475.643659119,292638.831303213,1,5,2.53805876765907,2014,"Marginal","0"
"319",269956.596684389,293630.417229817,1,0,2.52494194289015,2014,"Marginal","0"
"320",269684.549339137,293521.374621961,1,2,2.65493349083125,2014,"Marginal","0"
"321",269680.122253436,293474.39656148,1,2,2.65493349083125,2014,"Marginal","0"
"322",269052.619612365,292835.918011362,1,6,2.60505330495925,2014,"Marginal","0"
"323",268761.804647436,292767.067492206,1,4,2.56865935834716,2014,"Marginal","0"
"324",268550.864729067,292725.950421179,1,5,2.53805876765907,2014,"Marginal","0"
"325",268659.983000179,292733.219922633,1,4,2.56865935834716,2014,"Marginal","0"
"326",268328.456683272,292273.628221187,1,2,2.47932583631508,2014,"Marginal","0"
"327",268395.513825607,292470.713038554,1,2,2.44549688091472,2014,"Marginal","0"
"328",268945.798371515,292716.174714983,1,4,2.57317352051192,2014,"Marginal","0"
"329",268509.731266665,292648.064494005,1,5,2.53805876765907,2014,"Marginal","0"
"330",268527.129917662,293133.532598759,1,3,2.61240292004055,2014,"Marginal","0"
"331",267983.72232303,293192.190558427,1,2,2.62012131579157,2014,"Marginal","0"
"332",268523.332392341,293111.800833071,1,3,2.61240292004055,2014,"Marginal","0"
"333",267334.237551447,290848.839201856,1,2,2.45922900082191,2014,"Marginal","0"
"334",267633.827461276,291803.921477643,1,0,2.39412286696571,2014,"Poor","0"
"335",266953.652632744,292066.004074846,1,2,2.5322803391901,2014,"Marginal","0"
"336",266938.620350703,291652.629306149,1,2,2.32197974263808,2014,"Poor","0"
"337",259382.042178496,249297.049299425,1,0,2.3921185630027,2014,"Poor","0"
"338",257973.25139609,251141.903547798,1,1,2.61309309384962,2014,"Marginal","0"
"339",257698.530021903,250540.846369046,1,1,2.70998215011568,2014,"Marginal","0"
"340",257501.037559373,250994.30923795,1,2,2.64879391808045,2014,"Marginal","0"
"341",257864.961328413,251107.018927782,1,1,2.61309309384962,2014,"Marginal","0"
"342",258380.589674678,248791.886449175,1,2,2.36974999909641,2014,"Poor","0"
"343",259432.104597089,247748.252971754,1,1,2.53821187741688,2014,"Marginal","0"
