deer_w2,moose_w2,elk_w2,sheep_w2,goat_w2,wolf_w2,Elevation2,DistFromHumanAccess2,DistFromHighHumanAccess2,landcover16,EASTING,NORTHING,pack,used,usedFactor,habitatType,landcov.f,closedConif,modConif,openConif,decid,regen,mixed,herb,shrub,water,rockIce,burn,alpineHerb,alpineShrub,alpine
5,4,5,4,3,5,1472.033333,249.6840334,649.9329453,3,585400,5676300,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1419.533333,201.8501062,221.5634132,2,582450,5675700,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1421.833778,216.3293055,175.4036709,8,583900,5675600,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,5,3,1,5,1402,364.8390814,264.2230217,7,585400,5674600,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,5,5,3,3,5,1433,42.58655953,118.7820021,8,579051,5678956,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4,1,1,4,1441,27.90951448,13.86142122,8,573600,5681700,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,3,4,1,1,5,1445.179556,17.41344047,0,1,582950,5676250,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1402,162.5865595,283.0406315,5,584300,5675500,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1448.133778,115.362578,0,2,582300,5676700,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1507.04,328.7691327,173.7956936,3,584800,5676500,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1538.107111,130.1535223,465.0340997,3,584800,5676850,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1417.586222,207.3565886,74.9770341,3,585560,5675200,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1559.706222,411.289444,198.045971,3,584100,5677000,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1411.313333,20.31596664,181.822018,5,584890,5675900,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,3,5,1,1,5,1413.092889,8.52360412,1.077163707,2,589658,5670521,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1436.953333,252.9320883,91.82201805,3,584800,5676300,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1506.013333,110.3159666,414.0956526,3,585000,5676600,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,6,1,3,6,1402.366222,23.8047226,65.02360182,5,585922,5674697,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1467.566667,476.9798245,443.9730068,3,578750,5679500,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1473.5,542.3435013,532.8017085,3,578700,5679600,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,248.8332595,328.9687413,5,584158,5675434,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,4,6,1,3,6,1402,102.9824481,97.84878667,7,585700,5674700,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,3,4,5,5,4,1788.832889,1077.675641,848.444263,2,588500,5673500,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1402,151.3415899,77.36408329,7,584850,5675250,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,5,4,3,1,4,1437.327111,227.4134405,143.9730068,2,578850,5679200,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1439.547111,192.5315763,113.9730068,2,578800,5679170,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1441.366222,12.58655953,13.56502176,8,573611,5681700,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4,1,1,4,1437,359.0266592,181.1210498,2,573870,5681130,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1403.22,169.0090546,143.82209,12,585000,5675600,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4,4,4,3,1,4,1458.960444,128.3267242,159.7667244,3,578500,5679250,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,6,1,3,6,1402,192.6656588,86.49899751,7,585470,5674750,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,3,5,1,1,5,1424.906667,320.0699022,127.1227782,2,585600,5675300,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1440,320.6237466,204.3475899,2,573400,5681500,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,380.0669055,301.4292092,2,585300,5674100,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1450.060889,50.4233282,0,2,582800,5676400,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,6,5,1,1,5,1402.533333,158.6575431,209.5309177,5,588900,5671350,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1481.260444,610.6569326,632.6770221,2,578500,5679800,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1491.533333,23.8047226,0,1,567900,5685700,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,4,6,1,3,6,1402,263.5120157,166.3731698,7,585400,5674700,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,294.6991335,314.0133267,5,585100,5674200,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1585,115.1640877,29.50749838,2,558900,5696500,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1583.12,8.52360412,0,8,556600,5696600,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4,1,1,4,1433,235.9244261,5.036255514,2,577950,5679100,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,4,1,5,1433,84.1720543,33.09879668,2,577700,5678400,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1490.353333,195.7912619,98.93013354,3,583500,5677050,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,4,6,5,5,1736.267556,600.1905945,552.4034308,3,583900,5677500,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1412.533333,53.72783206,211.822018,5,584900,5676000,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1543.900444,349.9537204,369.1132886,3,583170,5677480,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1402.533333,40.20653536,46.16003462,5,584600,5675600,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1402.533333,40.20653536,46.16003462,5,584600,5675600,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1402.533333,40.20653536,46.16003462,5,584600,5675600,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,4,6,1,3,6,1406.533333,8.52360412,5.648670466,5,585477,5674985,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1407.700444,19.89056871,172.9050633,8,584900,5675800,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,6,5,1,6,1402.846667,8.52360412,27.16097463,5,584650,5675650,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1525.833333,260.474514,169.4753604,3,582150,5677300,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,508.4314978,464.4714442,2,586800,5673150,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1433,165.9704422,0,2,576700,5679200,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,248.5946731,273.8879354,7,585150,5674880,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,5,3,1,5,1431,400.0312003,361.1016375,10,580500,5677500,Bow Valley,1,1,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5,5,3,1,5,1402,493.5965768,369.0631975,9,588800,5670500,Bow Valley,1,1,Water,Water,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,3,4,1,1,5,1410.700444,91.61021465,50.46378106,2,584750,5675790,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,1,1,5,1469.346667,504.3869012,356.336104,2,586500,5674950,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,1,1,5,1413.906667,344.657092,169.7202945,2,585300,5675550,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1438.346667,400.8544355,297.5499049,12,587200,5674100,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,3,4,1,1,5,1413.846667,83.55656014,121.822018,5,584820,5675950,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1487.386667,143.7137268,13.10159484,3,583700,5676950,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1433,162.5865595,246.0269932,1,578690,5678810,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1410.212889,69.40123879,74.95203751,10,584800,5675800,Bow Valley,1,1,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,3,4,1,1,5,1414.846667,112.6798482,91.82201805,5,584800,5675950,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1426.453778,215.4144205,91.82201805,3,584800,5676250,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1415.480444,120,61.82201805,10,584750,5675900,Bow Valley,1,1,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,3,4,1,1,5,1414.313333,110.3159666,91.82201805,10,584800,5675900,Bow Valley,1,1,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,5,5,3,1,5,1433,192.5865595,276.0269932,1,578730,5678800,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1524.805778,382.615173,171.0060739,3,584600,5676600,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1440.640444,377.4134405,293.9730068,2,578900,5679350,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,360.1882084,346.8769384,9,584150,5675300,Bow Valley,1,1,Water,Water,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,1,6,5,1,6,1411.533333,12.58655953,301.822018,7,585000,5675950,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,5,3,1,5,1434.492889,275.7760064,154.0601122,12,588700,5672095,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,5,3,1,5,1402,129.6678567,17.26174122,2,586770,5673750,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1447.286667,370.043911,242.6204525,2,588200,5672500,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1403.586222,128.8123898,33.61377556,12,587100,5673800,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,5,3,1,5,1437.806222,270.6190716,166.3036545,12,588025,5672480,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,5,5,3,1,5,1404.586222,12.58655953,31.06431824,1,588700,5671750,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,441.5989667,235.5761009,2,586300,5673900,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,213.5694819,60.22044108,2,586500,5674000,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,5,3,3,5,1433.366222,47.41344047,21.19171849,2,581900,5677000,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,234.6768136,91.81263066,2,588137,5670704,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,1,1,5,1416.286667,115.362578,8.687428742,2,588200,5672200,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,3,4,1449.899556,0,0,8,575368,5680385,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4,1,3,4,1436.366222,24.37892205,20.06783121,8,576487,5679665,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,5,4,1,5,1498.44,593.3190196,570.047603,2,563750,5691050,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,3,4,1497.28,27.90951448,0,2,568850,5684950,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1462.932889,489.6853526,443.9730068,3,578800,5679520,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1514.453778,231.8014025,212.4829474,2,567000,5687000,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1441.932889,358.9015249,95.63225166,12,587700,5673400,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,4,6,6,1,6,1490.393778,608.8305375,482.4666161,12,587350,5674250,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,3,4,1,1,5,1473.946667,69.68403336,553.0818257,3,585200,5676500,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3,4,4,3,4,4,1856.687111,1631.437067,1630.210301,3,587700,5675550,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1425.073778,303.2521319,159.1252186,2,585650,5675250,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,193.2729499,30.27605327,2,586550,5673930,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,3,4,1433,435.2236846,323.9730068,1,579300,5679400,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,167.4134405,17.00892167,2,590880,5668450,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,6,1,3,6,1569.247111,165.9185681,46.67033312,3,590075,5670600,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1442.406222,235.2264452,124.4422107,3,581900,5677200,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1420,328.9103358,153.2901727,1,581430,5676400,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1661.873778,385.2555707,379.9914323,3,592500,5665500,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,5,1619.566667,793.1510502,565.9683518,2,581900,5678000,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,526.0027476,353.7148944,1,588850,5670300,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,374.0392413,160.5349343,2,586500,5673700,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,3,1,1,4,1811.073333,528.1843998,383.7933791,3,568600,5678700,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1443.22,67.51136647,31.04004502,8,574700,5680700,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,5,5,3,3,5,1433,115.1640877,33.68589748,8,580100,5678500,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4,4,4,1,1,4,1438.586222,168.5007578,0,2,574700,5680600,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1494,189.4873801,0,2,565100,5688300,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1433,320.6237466,0,1,574450,5680600,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,6,6,1,1,6,1402,190.4507725,19.98054687,2,593470,5669550,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,252.5865595,347.1520584,5,584300,5675400,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,6,5,1,1,5,1404.686667,94.45582445,160.1507449,5,589100,5671100,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1436.806222,8.52360412,30.12979031,3,583900,5676600,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1436.806222,8.52360412,30.12979031,3,583900,5676600,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,6,5,1,6,1427.432889,80.37480295,301.822018,12,585000,5676200,Bow Valley,1,1,Burn-Forest,Burn,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,3,4,1,1,5,1408.846667,20.31596664,123.9285504,10,584850,5675800,Bow Valley,1,1,Rock-Ice,Rock-Ice,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,6,5,1,1,5,1402,181.9055907,55.11718103,2,588600,5671600,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1526.306667,300.9670861,236.5872426,2,568950,5685650,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6,3,4,1,1,5,1407.913333,23.8047226,20.57207967,5,584650,5675700,Bow Valley,1,1,Mixed,Mixed,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4,5,5,4,1,5,1494.22,64.7275673,51.05493789,8,568550,5685470,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,3,4,1,1,5,1469.960444,4.062955413,20.52275608,3,582315,5677080,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7,7,7,7,7,7,1403.586222,9.684033358,0,2,589700,5670400,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1578.6,440.2029952,153.7897508,3,575200,5681500,Bow Valley,1,1,Closed Conifer,Closed Conifer,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,3,4,1484.906667,63.40657458,0,2,568400,5685200,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,417.6662226,190.3598791,2,586200,5674050,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1431,476.118339,323.3194478,7,579581,5677791,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4,4,4,1,1,4,1431,560.6633794,413.3194478,7,579600,5677900,Bow Valley,1,1,Herbaceous,Herbaceous,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,151.3415899,56.72477152,2,587800,5672100,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,6,5,1,1,5,1402,196.0774011,213.8196601,2,588200,5671800,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1402,441.5989667,235.5761009,2,586300,5673900,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1433,12.58655953,0,1,576878,5679496,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1554,,,2,603733,5656997,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,4,3,1,4,1622.920444,281.9936661,1385.630039,2,566300,5690000,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,4,3,4,1461.339556,166.7561996,179.8675168,2,573600,5682000,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,1,1,5,1412.906667,315.8033484,279.3052048,2,585200,5675700,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,4,4,4,1,5,1409.62,17.41344047,0,2,594750,5668375,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1433,89.50343526,0,2,576400,5679300,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1429.22,548.8767161,345.8303978,1,580300,5677600,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5,5,5,3,1,5,1433,8.52360412,24.75963038,2,580391,5678412,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,5,4,1,3,4,1444.586222,8.52360412,80.17525832,8,574600,5680900,Bow Valley,1,1,Shrub,Shrub,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5,5,5,3,1,5,1447.88,644.2317465,489.7898637,2,586050,5675400,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,4,4,1,1,4,1443,233.6128562,111.0210994,2,573100,5681900,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4,5,5,3,3,5,1433,23.8047226,0,1,579800,5678850,Bow Valley,1,1,Open Conifer,Open Conifer,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,4,6,1,3,6,1402,115.1640877,123.3481226,2,585300,5674950,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5,3,5,1,1,5,1402,102.9824481,146.6684193,2,588250,5671900,Bow Valley,1,1,Moderate Conifer,Moderate Conifer,0,1,0,0,0,0,0,0,0,0,0,0,0,0
